date,cumulative_effective_dl,onesignal_registered,onesignal_registered_rate,subscribed_count,permission_rate_by_dl,permission_rate_by_os,unsubscribed_or_deleted,unsubscribed_rate,effective_target_count,delivered_count,delivery_rate,click_count,ctr,push_dl_count,push_dl_rate,target_cumulative_effective_dl,target_permission_rate_by_dl,target_delivery_rate,target_ctr,notes
2026-05-25,33855,29408,=IFERROR(C2/B2,0),6100,=IFERROR(E2/B2,0),=IFERROR(E2/C2,0),733,=IFERROR(H2/E2,0),=E2-H2,4634,=IFERROR(K2/J2,0),432,=IFERROR(M2/K2,0),,=IFERROR(O2/M2,0),40000,25%,90%,10%,"初期スナップショット。Push経由DL数は未反映。"
